epoch,train_loss,track_val_mrr,track_val_loss,train_sec,track_eval_sec,peak_gpu_mem_mb,peak_gpu_reserved_mb,epoch_steps,epoch_nonfinite_loss,epoch_nonfinite_grad,epoch_clipped,epoch_skipped_steps,track_nonfinite_positives,track_nonfinite_negatives,track_skipped_queries
1,0.10651937545728438,0.5850921445059777,0.09418772906064987,9.8,132.1,9237.4,25034.0,97,0,0,4,0,0,0,0
2,0.049471339537310845,0.638299424943924,0.05986258015036583,8.7,123.0,9251.9,25034.0,97,0,0,0,0,0,0,0
3,0.04563267504047487,0.6760778019976615,0.052609797567129135,9.1,135.7,9251.9,25034.0,97,0,0,0,0,0,0,0
4,0.0419653304516501,0.7116573032104969,0.0509846992790699,9.9,134.0,9251.9,25034.0,97,0,0,0,0,0,0,0
5,0.042073722669528316,0.7232965590918065,0.055336739867925644,16.8,138.2,9251.9,25034.0,97,0,0,0,0,0,0,0
6,0.04188096760436125,0.7298076493179798,0.05086376890540123,10.3,134.6,9251.9,25034.0,97,0,0,0,0,0,0,0
7,0.0412109274820415,0.7307294628465175,0.046672578901052475,9.2,150.5,9251.9,25034.0,97,0,0,0,0,0,0,0
8,0.03925915254452794,0.7318321684110165,0.04404628276824951,12.5,137.3,9251.9,25034.0,97,0,0,0,0,0,0,0
9,0.039015944221431446,0.734644085880518,0.04524381086230278,10.1,144.2,9251.9,25034.0,97,0,0,0,0,0,0,0
10,0.038572709930619016,0.7357813542366027,0.046635884791612625,8.5,133.9,9251.9,25034.0,97,0,0,0,0,0,0,0
